policy_id,period,region,line_of_business,claims_paid,net_earned_premium,loss_ratio,client_name,risk_category,cause_of_loss,claim_status,settlement_date,gwp_usd,nep_usd,claims_paid_usd,combined_ratio,exposure,premium_rate,continent
CLM-408362,2024-11-21,North America,Cyber,6287.55,10005.42,0.6284,Andes Mutual (S. America),Weather,Hail,Closed,2025-01-08,,10005.42,6287.55,0.6284,,1.0,North America
CLM-404301,2024-11-22,Nordics,Marine,31085.49,55245.01,0.5627,Baobab Insurance,Political,Drought,Closed,2025-07-25,,55245.01,31085.49,0.5627,,1.0,Europe
CLM-412336,2024-11-22,Latin America,Motor,57306.09,145261.48,0.3945,Orient Shield Insurance (Asia),Cyber,Drought,Closed,2024-12-13,,145261.48,57306.09,0.3945,,1.0,South America
CLM-405499,2024-11-22,Nordics,Property,61799.15,157842.97,0.3915,Horizon Underwriters,Operational,Fire,Closed,2024-12-05,,157842.97,61799.15,0.3915,,1.0,Europe
CLM-403073,2024-11-22,North America,Liability,64730.42,99220.01,0.6524,Horizon Underwriters,Nat Cat,Collision,Closed,2025-12-10,,99220.01,64730.42,0.6524,,1.0,North America
CLM-407522,2024-11-22,Latin America,Credit & Surety,28728.06,69348.24,0.4143,AgriProtect,Market,Flood,Closed,2025-06-27,,69348.24,28728.06,0.4143,,1.0,South America
CLM-410809,2024-11-23,Middle East & Africa,Cyber,15040.26,30881.73,0.487,AgriProtect,Market,Earthquake,Closed,2025-01-26,,30881.73,15040.26,0.487,,1.0,Asia
CLM-409501,2024-11-24,Middle East & Africa,Cyber,13189.89,17413.99,0.7574,Pinnacle Assurance,Credit,Cyber Breach,Closed,2024-11-30,,17413.99,13189.89,0.7574,,1.0,Asia
CLM-406024,2024-11-25,Kenya,Credit & Surety,59428.14,154011.91,0.3859,Orient Shield Insurance (Asia),Market,Liability Claim,Closed,2025-05-12,,154011.91,59428.14,0.3859,,1.0,Africa
CLM-400049,2024-11-27,North America,Health,13368.61,21552.04,0.6203,Coastal Mutual,Credit,Fire,Under Review,,,21552.04,13368.61,0.6203,,1.0,North America
CLM-404147,2024-11-28,Africa,Property,10114.21,14616.5,0.692,Atlas Underwriters (Europe),Nat Cat,Earthquake,Closed,2024-12-17,,14616.5,10114.21,0.692,,1.0,Africa
CLM-405969,2024-11-29,Kenya,Aviation,54133.64,63071.29,0.8583,Acentria Group,Cyber,Windstorm,Closed,2025-03-02,,63071.29,54133.64,0.8583,,1.0,Africa
CLM-401086,2024-11-29,Europe,Aviation,13177.44,21566.44,0.611,Metro Insurers,Political,Windstorm,Under Review,,,21566.44,13177.44,0.611,,1.0,Europe
CLM-402174,2024-11-30,Europe,Cyber,19104.59,23838.79,0.8014,Nile Star Assurance (Africa),Weather,Cyber Breach,Closed,2025-01-07,,23838.79,19104.59,0.8014,,1.0,Europe
CLM-404005,2024-11-30,Europe,Property,13401.85,15562.61,0.8612,Orient Shield Insurance (Asia),Market,Windstorm,Closed,2025-01-17,,15562.61,13401.85,0.8612,,1.0,Europe
CLM-410230,2024-11-30,North America,Credit & Surety,115043.81,129143.24,0.8908,Coastal Mutual,Cyber,Fire,Closed,2025-03-26,,129143.24,115043.81,0.8908,,1.0,North America
CLM-412730,2024-12-01,Australia & Pacific,Liability,35789.37,66178.86,0.5408,Coastal Mutual,Cyber,Drought,Closed,2025-07-30,,66178.86,35789.37,0.5408,,1.0,Oceania
CLM-400899,2024-12-02,North America,Engineering,34534.5,39381.93,0.8769,Coastal Mutual,Nat Cat,Fire,Closed,2024-12-19,,39381.93,34534.5,0.8769,,1.0,North America
CLM-412748,2024-12-03,Nordics,Cyber,37723.43,99863.44,0.3778,Zenith Cover,Market,Windstorm,Closed,2025-01-17,,99863.44,37723.43,0.3778,,1.0,Europe
CLM-403450,2024-12-05,North America,Health,88159.06,145200.85,0.6072,Pinnacle Assurance,Weather,Liability Claim,Closed,2025-01-21,,145200.85,88159.06,0.6072,,1.0,North America
CLM-406478,2024-12-07,Australia & Pacific,Credit & Surety,21653.28,26738.06,0.8098,Acentria Group,Nat Cat,Liability Claim,Closed,2025-06-17,,26738.06,21653.28,0.8098,,1.0,Oceania
CLM-412496,2024-12-07,Middle East & Africa,Life,36352.21,75852.16,0.4793,Pinnacle Assurance,Political,Windstorm,Open,,,75852.16,36352.21,0.4793,,1.0,Asia
CLM-411178,2024-12-08,Asia Pacific,Motor,22231.71,43894.72,0.5065,Orient Shield Insurance (Asia),Operational,Earthquake,Closed,2025-01-15,,43894.72,22231.71,0.5065,,1.0,Asia
CLM-406436,2024-12-09,North America,Marine,184270.12,324495.69,0.5679,Zenith Cover,Market,Marine Peril,Closed,2025-02-28,,324495.69,184270.12,0.5679,,1.0,North America
CLM-410523,2024-12-09,Caribbean,Aviation,41888.65,57766.21,0.7251,Meridian Insurance (N. America),Market,Machinery Breakdown,Reopened,2025-02-21,,57766.21,41888.65,0.7251,,1.0,North America
CLM-404637,2024-12-10,Australia & Pacific,Engineering,37596.57,42685.43,0.8808,Acentria Group,Weather,Drought,Closed,2025-02-23,,42685.43,37596.57,0.8808,,1.0,Oceania
CLM-412480,2024-12-10,Australia & Pacific,Engineering,18202.35,27147.37,0.6705,Zenith Cover,Operational,Cyber Breach,Closed,2025-01-15,,27147.37,18202.35,0.6705,,1.0,Oceania
CLM-411865,2024-12-11,Latin America,Cyber,50591.02,131380.41,0.3851,Metro Insurers,Cyber,Marine Peril,Closed,2024-12-27,,131380.41,50591.02,0.3851,,1.0,South America
CLM-401880,2024-12-11,Latin America,Motor,11672.37,13694.48,0.8523,Orient Shield Insurance (Asia),Credit,Marine Peril,Closed,2025-01-13,,13694.48,11672.37,0.8523,,1.0,South America
CLM-406533,2024-12-11,Africa,Life,20671.21,33777.04,0.612,Metro Insurers,Market,Theft,Closed,2024-12-29,,33777.04,20671.21,0.612,,1.0,Africa
CLM-404265,2024-12-12,Kenya,Energy,62981.81,91789.33,0.6862,Baobab Insurance,Market,Cyber Breach,Closed,2025-01-08,,91789.33,62981.81,0.6862,,1.0,Africa
CLM-409535,2024-12-12,Kenya,Motor,69251.46,115718.9,0.5984,Metro Insurers,Cyber,Marine Peril,Closed,2025-02-23,,115718.9,69251.46,0.5984,,1.0,Africa
CLM-401265,2024-12-13,Africa,Motor,18961.22,30267.06,0.6265,Atlas Underwriters (Europe),Credit,Cyber Breach,Closed,2024-12-27,,30267.06,18961.22,0.6265,,1.0,Africa
CLM-412086,2024-12-13,Caribbean,Energy,86560.3,179075.84,0.4834,Meridian Insurance (N. America),Political,Drought,Closed,2025-02-09,,179075.84,86560.3,0.4834,,1.0,North America
CLM-409192,2024-12-14,Latin America,Motor,12354.14,24611.07,0.502,Pacifica Cover (Oceania),Weather,Earthquake,Closed,2025-01-31,,24611.07,12354.14,0.502,,1.0,South America
CLM-405052,2024-12-15,Australia & Pacific,Engineering,36971.49,99961.82,0.3699,Meridian Insurance (N. America),Operational,Collision,Closed,2025-02-23,,99961.82,36971.49,0.3699,,1.0,Oceania
CLM-405542,2024-12-16,Latin America,Engineering,75467.98,80463.91,0.9379,Meridian Insurance (N. America),Cyber,Hail,Closed,2025-03-23,,80463.91,75467.98,0.9379,,1.0,South America
CLM-409205,2024-12-16,Caribbean,Aviation,13522.08,19353.25,0.6987,Nile Star Assurance (Africa),Credit,Machinery Breakdown,Closed,2025-08-03,,19353.25,13522.08,0.6987,,1.0,North America
CLM-404536,2024-12-17,Australia & Pacific,Aviation,48951.06,75425.77,0.649,Baobab Insurance,Market,Machinery Breakdown,Closed,2025-05-07,,75425.77,48951.06,0.649,,1.0,Oceania
CLM-408589,2024-12-17,Africa,Life,11502.09,24445.77,0.4705,Atlas Underwriters (Europe),Nat Cat,Theft,Closed,2025-03-05,,24445.77,11502.09,0.4705,,1.0,Africa
CLM-403238,2024-12-17,Nordics,Aviation,61259.99,75303.41,0.8135,Zenith Cover,Political,Earthquake,Closed,2025-04-25,,75303.41,61259.99,0.8135,,1.0,Europe
CLM-402294,2024-12-18,Caribbean,Life,20287.69,42187.32,0.4809,Metro Insurers,Nat Cat,Hail,Closed,2025-02-08,,42187.32,20287.69,0.4809,,1.0,North America
CLM-405182,2024-12-18,Middle East & Africa,Agriculture,14354.41,16370.03,0.8769,Acentria Group,Cyber,Collision,Closed,2025-01-17,,16370.03,14354.41,0.8769,,1.0,Asia
CLM-400480,2024-12-19,Caribbean,Engineering,14413.83,18763.25,0.7682,Metro Insurers,Political,Theft,Closed,2025-03-11,,18763.25,14413.83,0.7682,,1.0,North America
CLM-401147,2024-12-20,Kenya,Engineering,180700.0,399198.35,0.4527,Andes Mutual (S. America),Political,Windstorm,Closed,2024-12-23,,399198.35,180700.0,0.4527,,1.0,Africa
CLM-403553,2024-12-20,Asia Pacific,Credit & Surety,27802.71,54861.17,0.5068,Orient Shield Insurance (Asia),Nat Cat,Hail,Under Review,,,54861.17,27802.71,0.5068,,1.0,Asia
CLM-408248,2024-12-22,Europe,Life,45207.58,51059.48,0.8854,Andes Mutual (S. America),Political,Marine Peril,Closed,2025-03-07,,51059.48,45207.58,0.8854,,1.0,Europe
CLM-410303,2024-12-24,Nordics,Aviation,90579.32,97428.01,0.9297,Pinnacle Assurance,Political,Liability Claim,Closed,2025-03-31,,97428.01,90579.32,0.9297,,1.0,Europe
CLM-404621,2024-12-24,Caribbean,Agriculture,24893.77,50011.67,0.4978,Pinnacle Assurance,Political,Earthquake,Closed,2024-12-24,,50011.67,24893.77,0.4978,,1.0,North America
CLM-411858,2024-12-24,Africa,Health,4202.43,9789.49,0.4293,Orient Shield Insurance (Asia),Nat Cat,Fire,Closed,2025-02-15,,9789.49,4202.43,0.4293,,1.0,Africa
CLM-412817,2024-12-24,Nordics,Marine,9855.38,24196.86,0.4073,Zenith Cover,Weather,Flood,Closed,2025-06-28,,24196.86,9855.38,0.4073,,1.0,Europe
CLM-403095,2024-12-24,Asia Pacific,Property,62774.08,122379.08,0.5129,Horizon Underwriters,Weather,Liability Claim,Under Review,,,122379.08,62774.08,0.5129,,1.0,Asia
CLM-412996,2024-12-26,Europe,Agriculture,63540.28,92524.72,0.6867,Meridian Insurance (N. America),Nat Cat,Fire,Reopened,2025-01-22,,92524.72,63540.28,0.6867,,1.0,Europe
CLM-404284,2024-12-26,Asia Pacific,Marine,5065.18,6594.04,0.7681,Zenith Cover,Operational,Cyber Breach,Closed,2025-08-07,,6594.04,5065.18,0.7681,,1.0,Asia
CLM-400404,2024-12-27,Asia Pacific,Credit & Surety,16982.72,45116.65,0.3764,Nile Star Assurance (Africa),Market,Collision,Closed,2025-04-27,,45116.65,16982.72,0.3764,,1.0,Asia
CLM-403652,2024-12-27,Latin America,Cyber,19912.5,35317.44,0.5638,Pacifica Cover (Oceania),Cyber,Flood,Closed,2025-03-02,,35317.44,19912.5,0.5638,,1.0,South America
CLM-411050,2024-12-28,Australia & Pacific,Cyber,76174.98,89575.65,0.8504,AgriProtect,Credit,Flood,Closed,2025-03-15,,89575.65,76174.98,0.8504,,1.0,Oceania
CLM-403277,2024-12-28,Kenya,Liability,5431.45,10861.61,0.5001,Pacifica Cover (Oceania),Weather,Drought,Closed,2025-05-08,,10861.61,5431.45,0.5001,,1.0,Africa
CLM-400860,2024-12-29,Kenya,Marine,61803.04,174240.37,0.3547,Pinnacle Assurance,Nat Cat,Earthquake,Under Review,,,174240.37,61803.04,0.3547,,1.0,Africa
CLM-401815,2024-12-29,Middle East & Africa,Energy,5321.89,13692.86,0.3887,Pacifica Cover (Oceania),Nat Cat,Theft,Reopened,2025-01-21,,13692.86,5321.89,0.3887,,1.0,Asia
CLM-407204,2024-12-29,Europe,Marine,84646.84,92864.21,0.9115,Acentria Group,Political,Marine Peril,Closed,2025-12-07,,92864.21,84646.84,0.9115,,1.0,Europe
CLM-404260,2024-12-29,Caribbean,Property,100944.45,268425.21,0.3761,Zenith Cover,Operational,Fire,Closed,2025-01-02,,268425.21,100944.45,0.3761,,1.0,North America
CLM-401130,2024-12-29,Europe,Property,126738.16,269630.16,0.47,Metro Insurers,Cyber,Flood,Closed,2025-01-31,,269630.16,126738.16,0.47,,1.0,Europe
CLM-405101,2024-12-30,North America,Life,80932.77,126600.85,0.6393,Meridian Insurance (N. America),Nat Cat,Machinery Breakdown,Closed,2025-01-28,,126600.85,80932.77,0.6393,,1.0,North America
CLM-408018,2024-12-31,Caribbean,Energy,95340.95,114097.52,0.8356,Zenith Cover,Operational,Windstorm,Closed,2025-01-13,,114097.52,95340.95,0.8356,,1.0,North America
CLM-404461,2024-12-31,North America,Marine,12404.48,20452.33,0.6065,Metro Insurers,Market,Machinery Breakdown,Closed,2025-12-03,,20452.33,12404.48,0.6065,,1.0,North America
CLM-407493,2024-12-31,Nordics,Liability,47990.22,69859.34,0.687,Zenith Cover,Cyber,Earthquake,Closed,2025-11-12,,69859.34,47990.22,0.687,,1.0,Europe
CLM-402988,2025-01-03,Europe,Life,5358.29,6550.94,0.8179,Meridian Insurance (N. America),Weather,Flood,Closed,2025-03-06,,6550.94,5358.29,0.8179,,1.0,Europe
CLM-404255,2025-01-04,Nordics,Liability,8815.83,15424.73,0.5715,Orient Shield Insurance (Asia),Credit,Theft,Closed,2025-07-17,,15424.73,8815.83,0.5715,,1.0,Europe
CLM-401672,2025-01-04,Australia & Pacific,Motor,77300.67,135319.02,0.5712,Pacifica Cover (Oceania),Political,Theft,Closed,2025-02-01,,135319.02,77300.67,0.5712,,1.0,Oceania
CLM-409483,2025-01-04,Caribbean,Energy,75057.39,195036.46,0.3848,Zenith Cover,Nat Cat,Hail,Under Review,,,195036.46,75057.39,0.3848,,1.0,North America
CLM-401614,2025-01-05,Middle East & Africa,Cyber,1940.5,2639.48,0.7352,AgriProtect,Cyber,Theft,Under Review,,,2639.48,1940.5,0.7352,,1.0,Asia
CLM-404734,2025-01-05,Australia & Pacific,Property,16530.83,41770.67,0.3958,Baobab Insurance,Market,Flood,Under Review,,,41770.67,16530.83,0.3958,,1.0,Oceania
CLM-412579,2025-01-05,Latin America,Health,12929.07,13996.68,0.9237,AgriProtect,Cyber,Earthquake,Closed,2025-02-13,,13996.68,12929.07,0.9237,,1.0,South America
CLM-411871,2025-01-06,Kenya,Liability,58927.84,84668.57,0.696,Atlas Underwriters (Europe),Nat Cat,Earthquake,Under Review,,,84668.57,58927.84,0.696,,1.0,Africa
CLM-409693,2025-01-06,Africa,Property,39908.23,85889.25,0.4646,Atlas Underwriters (Europe),Nat Cat,Drought,Closed,2025-03-05,,85889.25,39908.23,0.4646,,1.0,Africa
CLM-408021,2025-01-07,Africa,Liability,42166.83,50780.32,0.8304,Metro Insurers,Credit,Machinery Breakdown,Under Review,,,50780.32,42166.83,0.8304,,1.0,Africa
CLM-411481,2025-01-08,Europe,Agriculture,7311.31,9003.18,0.8121,Acentria Group,Cyber,Theft,Closed,2025-01-26,,9003.18,7311.31,0.8121,,1.0,Europe
CLM-411928,2025-01-09,Australia & Pacific,Credit & Surety,28932.11,31081.35,0.9309,Andes Mutual (S. America),Weather,Windstorm,Closed,2025-10-05,,31081.35,28932.11,0.9309,,1.0,Oceania
CLM-411502,2025-01-09,Kenya,Life,25084.03,27122.62,0.9248,AgriProtect,Operational,Theft,Closed,2025-03-26,,27122.62,25084.03,0.9248,,1.0,Africa
CLM-412025,2025-01-09,Europe,Engineering,16188.48,25985.96,0.623,Horizon Underwriters,Weather,Earthquake,Closed,2025-03-10,,25985.96,16188.48,0.623,,1.0,Europe
CLM-409063,2025-01-10,Caribbean,Energy,4310.69,4996.26,0.8628,Metro Insurers,Market,Drought,Open,,,4996.26,4310.69,0.8628,,1.0,North America
CLM-412338,2025-01-10,Nordics,Motor,170220.89,255365.39,0.6666,Atlas Underwriters (Europe),Cyber,Liability Claim,Under Review,,,255365.39,170220.89,0.6666,,1.0,Europe
CLM-407544,2025-01-10,Asia Pacific,Health,12563.22,16706.54,0.752,Baobab Insurance,Credit,Collision,Under Review,,,16706.54,12563.22,0.752,,1.0,Asia
CLM-409087,2025-01-12,Australia & Pacific,Motor,82472.27,142314.74,0.5795,Zenith Cover,Cyber,Hail,Closed,2025-03-05,,142314.74,82472.27,0.5795,,1.0,Oceania
CLM-401307,2025-01-13,Asia Pacific,Aviation,110410.82,201557.65,0.5478,Andes Mutual (S. America),Credit,Flood,Closed,2025-06-19,,201557.65,110410.82,0.5478,,1.0,Asia
CLM-410098,2025-01-13,North America,Cyber,22300.99,36194.56,0.6161,Pacifica Cover (Oceania),Credit,Marine Peril,Closed,2025-02-19,,36194.56,22300.99,0.6161,,1.0,North America
CLM-409380,2025-01-13,Nordics,Energy,36437.59,96868.15,0.3762,Pinnacle Assurance,Operational,Flood,Closed,2025-05-11,,96868.15,36437.59,0.3762,,1.0,Europe
CLM-405409,2025-01-14,Australia & Pacific,Agriculture,88817.87,165419.65,0.5369,Pacifica Cover (Oceania),Cyber,Theft,Closed,2025-03-12,,165419.65,88817.87,0.5369,,1.0,Oceania
CLM-412506,2025-01-14,Africa,Property,19470.25,30214.32,0.6444,Metro Insurers,Credit,Flood,Closed,2025-02-18,,30214.32,19470.25,0.6444,,1.0,Africa
CLM-408555,2025-01-14,North America,Health,28124.41,48448.19,0.5805,Zenith Cover,Market,Liability Claim,Closed,2025-03-25,,48448.19,28124.41,0.5805,,1.0,North America
CLM-401615,2025-01-16,Caribbean,Agriculture,47406.04,116536.21,0.4068,Acentria Group,Market,Machinery Breakdown,Closed,2025-03-24,,116536.21,47406.04,0.4068,,1.0,North America
CLM-412028,2025-01-16,Europe,Aviation,25153.86,38737.72,0.6493,Atlas Underwriters (Europe),Credit,Flood,Closed,2025-04-26,,38737.72,25153.86,0.6493,,1.0,Europe
CLM-406145,2025-01-17,Nordics,Health,16389.01,24634.11,0.6653,Nile Star Assurance (Africa),Weather,Theft,Closed,2025-02-03,,24634.11,16389.01,0.6653,,1.0,Europe
CLM-404029,2025-01-18,Asia Pacific,Agriculture,48104.28,110030.12,0.4372,AgriProtect,Cyber,Drought,Closed,2025-06-16,,110030.12,48104.28,0.4372,,1.0,Asia
CLM-401834,2025-01-19,Latin America,Health,24724.13,34239.08,0.7221,Zenith Cover,Political,Flood,Closed,2025-05-26,,34239.08,24724.13,0.7221,,1.0,South America
CLM-408145,2025-01-19,Caribbean,Cyber,20558.44,23666.87,0.8687,Zenith Cover,Operational,Drought,Closed,2025-03-03,,23666.87,20558.44,0.8687,,1.0,North America
CLM-404995,2025-01-20,Africa,Aviation,303704.11,358371.61,0.8475,Zenith Cover,Cyber,Theft,Open,,,358371.61,303704.11,0.8475,,1.0,Africa
CLM-409167,2025-01-21,Latin America,Aviation,6634.59,8679.51,0.7644,Atlas Underwriters (Europe),Operational,Flood,Closed,2025-05-21,,8679.51,6634.59,0.7644,,1.0,South America
CLM-403921,2025-01-22,Australia & Pacific,Cyber,33814.93,85447.52,0.3957,Atlas Underwriters (Europe),Political,Earthquake,Closed,2025-02-05,,85447.52,33814.93,0.3957,,1.0,Oceania
CLM-412799,2025-01-23,North America,Engineering,14416.82,25564.02,0.5639,Horizon Underwriters,Political,Cyber Breach,Open,,,25564.02,14416.82,0.5639,,1.0,North America
CLM-401526,2025-01-24,Australia & Pacific,Marine,32465.51,36825.48,0.8816,Meridian Insurance (N. America),Nat Cat,Marine Peril,Closed,2025-06-24,,36825.48,32465.51,0.8816,,1.0,Oceania
CLM-411344,2025-01-24,Caribbean,Agriculture,20944.76,24050.39,0.8709,Metro Insurers,Political,Liability Claim,Open,,,24050.39,20944.76,0.8709,,1.0,North America
CLM-408245,2025-01-24,Nordics,Property,11243.27,14433.51,0.779,Coastal Mutual,Operational,Windstorm,Closed,2025-03-01,,14433.51,11243.27,0.779,,1.0,Europe
CLM-407793,2025-01-24,Latin America,Motor,15707.45,20618.63,0.7618,AgriProtect,Political,Liability Claim,Closed,2025-04-18,,20618.63,15707.45,0.7618,,1.0,South America
CLM-403120,2025-01-25,Nordics,Credit & Surety,50606.62,121031.19,0.4181,AgriProtect,Market,Earthquake,Open,,,121031.19,50606.62,0.4181,,1.0,Europe
CLM-408579,2025-01-25,Europe,Credit & Surety,3557.7,5689.19,0.6253,AgriProtect,Cyber,Marine Peril,Closed,2025-05-25,,5689.19,3557.7,0.6253,,1.0,Europe
CLM-402410,2025-01-25,Middle East & Africa,Marine,100075.69,206500.28,0.4846,Atlas Underwriters (Europe),Cyber,Marine Peril,Closed,2025-06-11,,206500.28,100075.69,0.4846,,1.0,Asia
CLM-409688,2025-01-26,Caribbean,Liability,57037.97,104399.4,0.5463,Baobab Insurance,Operational,Earthquake,Closed,2026-03-11,,104399.4,57037.97,0.5463,,1.0,North America
CLM-408886,2025-01-26,North America,Engineering,64078.41,137276.71,0.4668,Nile Star Assurance (Africa),Weather,Windstorm,Closed,2025-02-18,,137276.71,64078.41,0.4668,,1.0,North America
CLM-412690,2025-01-26,Nordics,Health,65716.57,151038.63,0.4351,Andes Mutual (S. America),Credit,Fire,Closed,2025-03-03,,151038.63,65716.57,0.4351,,1.0,Europe
CLM-412713,2025-01-28,Nordics,Property,32302.74,39773.46,0.8122,Coastal Mutual,Credit,Marine Peril,Closed,2025-03-05,,39773.46,32302.74,0.8122,,1.0,Europe
CLM-410676,2025-01-28,Latin America,Agriculture,42167.41,57295.7,0.736,Orient Shield Insurance (Asia),Operational,Marine Peril,Under Review,,,57295.7,42167.41,0.736,,1.0,South America
CLM-410968,2025-01-28,Middle East & Africa,Marine,14187.87,36816.25,0.3854,Coastal Mutual,Market,Marine Peril,Closed,2025-08-17,,36816.25,14187.87,0.3854,,1.0,Asia
CLM-407798,2025-01-29,Latin America,Energy,170998.76,201642.18,0.848,Atlas Underwriters (Europe),Cyber,Windstorm,Closed,2025-05-26,,201642.18,170998.76,0.848,,1.0,South America
CLM-407299,2025-01-29,Middle East & Africa,Liability,27695.81,32695.89,0.8471,Acentria Group,Cyber,Drought,Closed,2025-10-19,,32695.89,27695.81,0.8471,,1.0,Asia
CLM-404933,2025-01-29,North America,Cyber,111919.56,164291.46,0.6812,Andes Mutual (S. America),Operational,Fire,Closed,2025-04-10,,164291.46,111919.56,0.6812,,1.0,North America
CLM-410546,2025-01-30,Australia & Pacific,Engineering,37874.77,94096.74,0.4025,Baobab Insurance,Nat Cat,Windstorm,Closed,2025-04-03,,94096.74,37874.77,0.4025,,1.0,Oceania
CLM-409606,2025-01-30,Nordics,Agriculture,30708.23,50394.47,0.6094,Pacifica Cover (Oceania),Nat Cat,Earthquake,Closed,2025-05-22,,50394.47,30708.23,0.6094,,1.0,Europe
CLM-406960,2025-01-30,Nordics,Energy,3010.69,4117.72,0.7312,Horizon Underwriters,Market,Hail,Closed,2025-06-07,,4117.72,3010.69,0.7312,,1.0,Europe
CLM-411406,2025-01-31,Australia & Pacific,Engineering,91450.21,108205.82,0.8452,Orient Shield Insurance (Asia),Nat Cat,Fire,Closed,2025-02-21,,108205.82,91450.21,0.8452,,1.0,Oceania
CLM-410508,2025-02-01,North America,Marine,70832.93,149018.49,0.4753,Orient Shield Insurance (Asia),Political,Flood,Closed,2025-09-16,,149018.49,70832.93,0.4753,,1.0,North America
CLM-405395,2025-02-01,Australia & Pacific,Property,73871.49,126332.47,0.5847,Nile Star Assurance (Africa),Credit,Flood,Closed,2025-06-27,,126332.47,73871.49,0.5847,,1.0,Oceania
CLM-405465,2025-02-02,Asia Pacific,Marine,117178.83,246122.54,0.4761,Coastal Mutual,Cyber,Flood,Closed,2025-04-03,,246122.54,117178.83,0.4761,,1.0,Asia
CLM-400274,2025-02-02,Africa,Agriculture,74450.28,158927.96,0.4685,Metro Insurers,Nat Cat,Collision,Reopened,2025-02-26,,158927.96,74450.28,0.4685,,1.0,Africa
CLM-410401,2025-02-03,Europe,Cyber,34727.04,38656.02,0.8984,Pinnacle Assurance,Political,Drought,Closed,2025-02-27,,38656.02,34727.04,0.8984,,1.0,Europe
CLM-401991,2025-02-04,Middle East & Africa,Energy,59696.57,71599.57,0.8338,Baobab Insurance,Cyber,Liability Claim,Closed,2025-04-30,,71599.57,59696.57,0.8338,,1.0,Asia
CLM-412303,2025-02-04,Nordics,Engineering,36132.63,56142.66,0.6436,Metro Insurers,Credit,Hail,Closed,2025-03-07,,56142.66,36132.63,0.6436,,1.0,Europe
CLM-400482,2025-02-05,Kenya,Liability,26058.58,34137.28,0.7633,AgriProtect,Credit,Hail,Closed,2025-03-16,,34137.28,26058.58,0.7633,,1.0,Africa
CLM-411946,2025-02-05,Europe,Life,29617.4,45259.26,0.6544,Coastal Mutual,Weather,Theft,Closed,2025-03-03,,45259.26,29617.4,0.6544,,1.0,Europe
