policy_id,period,region,sub_region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
AFR-POL-2009-019461-BCCF,2009-12-08,Africa,West Africa,Ghana,Energy,161708.85,117380.3,0.0,,,African PLC of Ghana,Emerging,2290835.68,0.070589,21587.31,6141.19,16433.36,Stop Loss,USD,Jacqueline Young,,,,0.0,Sanlam Brokers,161708.85,117380.3,0.0,Africa
AFR-POL-2020-019462-E99E,2020-10-09,Africa,Southern Africa,South Africa,Liability,95694.45,38146.46,36658.75,0.961,1.3509,African Underwriters of South Africa,Catastrophic,3237929.12,0.029554,35854.5,7511.76,1456721.76,Stop Loss,ZAR,Mark Booker,Denied,Theft,,0.0,Lockton,95694.45,38146.46,36658.75,Africa
AFR-POL-2008-019463-2616,2008-03-23,Africa,Southern Africa,South Africa,Travel,1621208.44,522999.08,514160.4,0.9831,1.3647,Davis-Hogan (South Africa),Catastrophic,34675510.91,0.046754,1063769.91,242560.37,1323843.43,Excess of Loss,ZAR,Danny Mason,Open,Motor Accident,,450822.87,Local Broker Network,1621208.44,522999.08,514160.4,Africa
AFR-POL-2021-019464-E9BA,2021-03-02,Africa,Southern Africa,Lesotho,Casualty,10519.47,7928.32,7340.04,0.9258,1.1534,Sahara Underwriters of Lesotho,Low,194753.59,0.054014,2564.67,528.22,1294.31,Surplus,USD,Harold Perez,Closed,Natural Catastrophe,2021-10-28,0.0,African Risk Capacity,10519.47,7928.32,7340.04,Africa
AFR-POL-2010-019465-B467,2010-01-13,Africa,Southern Africa,South Africa,Casualty,317681.13,214236.48,0.0,,,Sahara Insurers of South Africa,Low,3147114.64,0.100944,81118.42,13045.12,28714.81,Proportional,ZAR,Craig Gonzalez,,,,0.0,Jubilee Brokers,317681.13,214236.48,0.0,Africa
AFR-POL-2006-019466-6004,2006-02-09,Africa,East Africa,Tanzania,Professional Indemnity,16072.94,3617.06,2691.45,0.7441,1.1157,Guardian Holdings of Tanzania,Low,138710.27,0.115874,10485.99,2357.28,789.76,Facultative,USD,Catherine Wilkins,Settled,Liability Claim,2007-02-21,0.0,Willis Towers Watson,16072.94,3617.06,2691.45,Africa
AFR-POL-2006-019467-598C,2006-07-06,Africa,East Africa,Kenya,Marine,118845.8,34185.16,14884.22,0.4354,0.6743,Premier Insurers  Kenya,Low,1638747.67,0.072522,74978.99,17725.24,226007.14,Excess of Loss,USD,Rachel Webb,Closed,Industrial Accident,2008-06-14,0.0,Gallagher,118845.8,34185.16,14884.22,Africa
AFR-POL-2014-019468-1354,2014-12-12,Africa,North Africa,Egypt,Motor,213432.69,73707.25,40612.69,0.551,0.8908,"Mora, Morris and Salinas (Egypt)",Emerging,6676542.56,0.031968,85218.89,18467.68,18330.64,Quota Share,USD,Kelsey Pacheco,Denied,Drought,,0.0,Aon,213432.69,73707.25,40612.69,Africa
AFR-POL-2005-019469-38AE,2005-12-16,Africa,Southern Africa,South Africa,Surety,259729.05,186976.74,93675.35,0.501,0.794,Premier Insurance  South Africa,Low,6657950.87,0.03901,31302.85,7766.39,41275.91,Aggregate XL,ZAR,Robert Clark,Denied,Mortality,,0.0,Regional Partners,259729.05,186976.74,93675.35,Africa
AFR-POL-2016-019470-A030,2016-03-26,Africa,Southern Africa,South Africa,Marine,519327.77,400943.04,201554.07,0.5027,0.8244,"Carter, Mills and Ingram (South Africa)",Medium,7927966.71,0.065506,97209.99,8340.46,773652.09,Proportional,USD,Angel Benson,Closed,Fire,2018-08-19,0.0,Aon,519327.77,400943.04,201554.07,Africa
AFR-POL-2006-019471-F83B,2006-04-13,Africa,West Africa,Niger,Liability,34842.5,27608.11,28499.85,1.0323,1.2466,Martinez-Mercado (Niger),Specialty,357540.01,0.097451,3549.75,812.96,1415.49,Facultative,XOF,Lori Pham,Closed,Civil Unrest,2007-03-27,0.0,Lockton,34842.5,27608.11,28499.85,Africa
AFR-POL-2015-019472-94F5,2015-10-17,Africa,West Africa,Senegal,Directors & Officers,103092.14,19658.31,7053.4,0.3588,0.6076,Johnson PLC (Senegal),Specialty,1956567.26,0.05269,72257.21,15038.7,14208.54,Stop Loss,USD,Jerome Whitehead,Open,Natural Catastrophe,,8712.33,Regional Partners,103092.14,19658.31,7053.4,Africa
AFR-POL-2023-019473-FB6E,2023-09-24,Africa,Central Africa,Angola,Health,12829.78,5055.06,0.0,,,African PLC of Angola,High,216363.27,0.059297,6730.09,965.15,2302.52,Stop Loss,ZAR,Stefanie Tucker,,,,0.0,Jubilee Brokers,12829.78,5055.06,0.0,Africa
AFR-POL-2022-019474-A2AD,2022-04-21,Africa,West Africa,Nigeria,Workers Compensation,339653.82,144382.67,107391.83,0.7438,0.9664,Savanna Group  Nigeria,Catastrophic,13869108.14,0.02449,145568.11,17811.16,2083946.44,Surplus,USD,Mark Booker,Settled,Theft,2022-06-22,0.0,Old Mutual Intermediaries,339653.82,144382.67,107391.83,Africa
AFR-POL-2010-019475-2B18,2010-01-23,Africa,North Africa,Tunisia,Liability,12918.51,6799.99,5367.91,0.7894,1.1271,Continental Mutual  Tunisia,Low,1077371.44,0.011991,4033.76,672.41,7912.46,Quota Share,MAD,Aaron Graham,In Litigation,Medical Expense,,2048.95,Sanlam Brokers,12918.51,6799.99,5367.91,Africa
AFR-POL-2007-019476-96E3,2007-09-06,Africa,Central Africa,Angola,Engineering,624723.08,355914.21,0.0,,,"Guzman, Lewis and Davis (Angola)",Medium,7016411.67,0.089037,246876.85,57602.16,2333787.64,Quota Share,EUR,Lori Pham,,,,0.0,Old Mutual Intermediaries,624723.08,355914.21,0.0,Africa
AFR-POL-2008-019477-FEEF,2008-09-20,Africa,West Africa,Nigeria,Agriculture,214284.27,51246.5,0.0,,,Pan-African Ltd  Nigeria,Specialty,51927729.2,0.004127,151329.74,19433.59,116975.13,Facultative,USD,William Baker,,,,0.0,Aon,214284.27,51246.5,0.0,Africa
AFR-POL-2014-019478-4EF4,2014-07-26,Africa,East Africa,Ethiopia,Health,23363.27,10866.12,0.0,,,Andrews-Norman (Ethiopia),Low,547752.84,0.042653,9448.49,1373.12,831517.86,Surplus,ZAR,Amanda Taylor,,,,0.0,Sanlam Brokers,23363.27,10866.12,0.0,Africa
AFR-POL-2010-019479-8B13,2010-05-29,Africa,North Africa,Tunisia,Surety,275068.38,83700.33,160277.76,1.9149,2.1599,African Group of Tunisia,Emerging,3076404.02,0.089412,173128.69,35047.15,35952.97,Excess of Loss,MAD,Jeffrey Smith,In Litigation,Drought,,84729.04,Jubilee Brokers,275068.38,83700.33,160277.76,Africa
AFR-POL-2009-019480-A02F,2009-12-20,Africa,East Africa,Tanzania,Catastrophe,64196.0,27719.05,35533.05,1.2819,1.5788,Nile Company of Tanzania,Specialty,690273.83,0.093001,36181.69,3682.0,1589628.61,Aggregate XL,USD,Kimberly Thomas,Denied,Earthquake,,0.0,Marsh,64196.0,27719.05,35533.05,Africa
AFR-POL-2025-019481-8F8A,2025-01-15,Africa,North Africa,Egypt,Life,115421.53,70417.98,73981.13,1.0506,1.285,National Group  Egypt,High,2350996.54,0.049095,11353.61,3072.76,427120.85,Excess of Loss,USD,Craig Gonzalez,Settled,Storm,2025-05-29,0.0,Howden,115421.53,70417.98,73981.13,Africa
AFR-POL-2021-019482-1CE8,2021-10-25,Africa,West Africa,Ivory Coast,Credit,86813.48,47670.41,32129.86,0.674,0.9308,Smith LLC (Ivory Coast),Emerging,3680262.5,0.023589,14287.86,3160.71,1563979.94,Proportional,EUR,Jacqueline Young,Settled,Crop Failure,2023-08-09,0.0,Aon,86813.48,47670.41,32129.86,Africa
AFR-POL-2013-019483-1DB5,2013-07-16,Africa,Central Africa,Republic of the Congo,Professional Indemnity,3927.56,770.72,475.46,0.6169,1.0097,Pan-African PLC  Republic of the Congo,Emerging,74250.42,0.052896,2848.66,703.31,501.24,Aggregate XL,XAF,James Hammond,Settled,Drought,2013-08-13,0.0,Independent African Agents,3927.56,770.72,475.46,Africa
AFR-POL-2016-019484-CE98,2016-10-10,Africa,Southern Africa,South Africa,Workers Compensation,27808.82,9507.85,7727.03,0.8127,1.034,Holmes-Harris (South Africa),Emerging,283466.45,0.098103,14949.71,3886.02,761138.04,Aggregate XL,USD,Shelby Robertson,Denied,Storm,,0.0,Gallagher,27808.82,9507.85,7727.03,Africa
AFR-POL-2010-019485-5BEA,2010-05-22,Africa,North Africa,Egypt,Casualty,243075.36,160795.14,87279.6,0.5428,0.7826,Brown PLC (Egypt),Emerging,6946338.63,0.034993,52819.25,14344.58,43635.14,Aggregate XL,EGP,Mark Booker,Open,Civil Unrest,,27165.08,Marsh,243075.36,160795.14,87279.6,Africa
AFR-POL-2025-019486-E0E4,2025-08-15,Africa,East Africa,Tanzania,Casualty,46098.96,9633.22,6999.5,0.7266,0.9558,Ubuntu Insurers of Tanzania,Catastrophic,3480791.04,0.013244,33599.36,5003.08,14254.37,Facultative,USD,Steven Peterson,Closed,Motor Accident,2025-12-28,0.0,Willis Towers Watson,46098.96,9633.22,6999.5,Africa
AFR-POL-2012-019487-4293,2012-08-02,Africa,Southern Africa,South Africa,Motor,69480.54,17103.82,0.0,,,Marquez-Walton (South Africa),High,2287729.24,0.030371,39698.42,7875.23,8625.92,Quota Share,USD,Ryan Mack,,,,0.0,African Risk Capacity,69480.54,17103.82,0.0,Africa
AFR-POL-2010-019488-5C16,2010-09-23,Africa,North Africa,Libya,Professional Indemnity,36435.4,14797.25,0.0,,,Santiago-Hurst (Libya),Low,309225.76,0.117828,17487.14,2728.87,1735969.91,Facultative,EUR,Jade Johnson,,,,0.0,Lockton,36435.4,14797.25,0.0,Africa
AFR-POL-2007-019489-99D9,2007-04-14,Africa,East Africa,Kenya,Liability,46335.15,28056.71,24027.77,0.8564,1.22,Nile Holdings  Kenya,Medium,5483619.85,0.00845,11871.7,2919.39,2457923.2,Surplus,KES,Paul Rogers,Pending,Earthquake,,33642.57,Aon,46335.15,28056.71,24027.77,Africa
AFR-POL-2017-019490-E2A4,2017-01-23,Africa,North Africa,Sudan,Travel,13929.55,7900.87,7508.99,0.9504,1.2461,Olson-Ellis (Sudan),Low,205896.93,0.067653,2973.05,426.23,508935.61,Excess of Loss,ZAR,Jeffrey Smith,Closed,Cyber Attack,2019-10-23,0.0,Jubilee Brokers,13929.55,7900.87,7508.99,Africa
AFR-POL-2022-019491-58A9,2022-09-27,Africa,Southern Africa,South Africa,Property,91747.96,41521.34,0.0,,,Simon-Cox (South Africa),Specialty,1291138.63,0.07106,21407.75,2837.95,14962.99,Aggregate XL,ZAR,Catherine Wilkins,,,,0.0,Local Broker Network,91747.96,41521.34,0.0,Africa
AFR-POL-2023-019492-370C,2023-07-08,Africa,West Africa,Mali,Professional Indemnity,40613.72,12315.62,9698.55,0.7875,1.0467,Premier Mutual  Mali,High,1050478.16,0.038662,22478.43,2778.36,7400.29,Aggregate XL,EUR,Paula Scott,Pending,Theft,,8500.73,Local Broker Network,40613.72,12315.62,9698.55,Africa
AFR-POL-2018-019493-31EA,2018-01-28,Africa,North Africa,Algeria,Property,53865.71,14766.33,0.0,,,Nile Ltd  Algeria,Medium,932773.32,0.057748,34095.53,8883.93,4915.8,Aggregate XL,EUR,Cynthia Webb,,,,0.0,Willis Towers Watson,53865.71,14766.33,0.0,Africa
AFR-POL-2017-019494-BD1F,2017-08-19,Africa,North Africa,Algeria,Cyber,7894.18,2116.74,875.48,0.4136,0.8094,Johnson and Sons (Algeria),Specialty,77441.82,0.101937,5603.46,819.7,435.84,Proportional,MAD,Shelby Robertson,Pending,Cyber Attack,,603.4,Lockton,7894.18,2116.74,875.48,Africa
AFR-POL-2018-019495-FE81,2018-02-01,Africa,Southern Africa,Malawi,Credit,25648.01,7914.59,7032.9,0.8886,1.1721,National Assurance  Malawi,High,215856.97,0.118819,15128.12,2501.56,2613.19,Stop Loss,EUR,Misty Stout,In Litigation,Pandemic Related,,7292.09,Old Mutual Intermediaries,25648.01,7914.59,7032.9,Africa
AFR-POL-2022-019496-004C,2022-06-29,Africa,West Africa,Ivory Coast,Marine,479956.59,148336.18,78618.18,0.53,0.9035,National Holdings  Ivory Coast,Low,8910829.58,0.053862,248044.34,61588.89,54584.0,Aggregate XL,USD,George Cook,In Litigation,Drought,,57048.16,Sanlam Brokers,479956.59,148336.18,78618.18,Africa
AFR-POL-2012-019497-943E,2012-08-17,Africa,North Africa,Egypt,Workers Compensation,576070.16,217260.68,0.0,,,Sahara Assurance  Egypt,Specialty,5985688.92,0.096241,200162.64,20655.95,69985.29,Quota Share,EGP,James Hammond,,,,0.0,Regional Partners,576070.16,217260.68,0.0,Africa
AFR-POL-2014-019498-2121,2014-06-09,Africa,Southern Africa,South Africa,Liability,97237.57,17538.56,0.0,,,"Hernandez, Stevens and Byrd (South Africa)",High,842627.96,0.115398,70330.98,6731.66,9437.27,Surplus,USD,Cameron Proctor,,,,0.0,Old Mutual Intermediaries,97237.57,17538.56,0.0,Africa
AFR-POL-2021-019499-9E4A,2021-09-18,Africa,Southern Africa,Zambia,Directors & Officers,302053.19,267664.21,0.0,,,Sahara Underwriters  Zambia,Catastrophic,4136679.43,0.073018,17721.69,2589.62,23437.15,Facultative,ZAR,Jonathan Gardner,,,,0.0,Lockton,302053.19,267664.21,0.0,Africa
AFR-POL-2005-019500-D232,2005-01-21,Africa,East Africa,Tanzania,Marine,24774.06,6918.74,0.0,,,Pan-African Ltd  Tanzania,High,1416774.08,0.017486,15122.75,2327.03,12937.45,Surplus,USD,Charles Tyler,,,,0.0,Marsh,24774.06,6918.74,0.0,Africa
AFR-POL-2006-019501-EF29,2006-08-02,Africa,North Africa,Libya,Engineering,24319.86,8678.48,0.0,,,Henry Inc (Libya),High,207861.98,0.117,11224.39,2873.16,908.36,Surplus,EUR,William Wallace,,,,0.0,Aon,24319.86,8678.48,0.0,Africa
AFR-POL-2016-019502-71D8,2016-08-17,Africa,Southern Africa,South Africa,Casualty,272820.66,65002.9,69280.09,1.0658,1.3125,Ubuntu Insurers of South Africa,High,5893286.31,0.046293,191437.32,41889.17,36737.35,Quota Share,EUR,Mark Booker,Denied,Cyber Attack,,0.0,Aon,272820.66,65002.9,69280.09,Africa
AFR-POL-2017-019503-7276,2017-08-07,Africa,East Africa,Kenya,Workers Compensation,218523.85,115050.9,97252.53,0.8453,1.152,Premier Group of Kenya,Medium,2284052.91,0.095674,69953.91,13494.15,9138.71,Surplus,USD,Melinda Little,In Litigation,Business Interruption,,92462.95,Regional Partners,218523.85,115050.9,97252.53,Africa
AFR-POL-2011-019504-0560,2011-05-04,Africa,North Africa,Morocco,Professional Indemnity,253278.43,169762.11,57770.05,0.3403,0.5463,Premier Insurance  Morocco,Medium,4537334.73,0.055821,30928.41,7725.45,22220.53,Stop Loss,MAD,Amanda Taylor,Settled,Liability Claim,2013-10-09,0.0,Independent African Agents,253278.43,169762.11,57770.05,Africa
AFR-POL-2015-019505-F5BD,2015-06-16,Africa,Southern Africa,Zimbabwe,Terrorism,10505.28,6971.32,2729.97,0.3916,0.6796,Savanna Underwriters of Zimbabwe,Medium,329354.08,0.031897,1944.45,244.28,1142.7,Quota Share,EUR,Thomas Berry,Denied,Natural Catastrophe,,0.0,Sanlam Brokers,10505.28,6971.32,2729.97,Africa
AFR-POL-2020-019506-D43A,2020-12-29,Africa,Southern Africa,Mozambique,Property,51549.26,41800.79,0.0,,,"Anderson, Patrick and Allen (Mozambique)",High,1084721.89,0.047523,8785.1,1323.78,663034.87,Stop Loss,ZAR,Angel Benson,,,,0.0,Howden,51549.26,41800.79,0.0,Africa
AFR-POL-2019-019507-666E,2019-02-19,Africa,Southern Africa,Mauritius,Engineering,143730.52,126082.84,73102.83,0.5798,0.8988,Premier Holdings  Mauritius,Emerging,1922759.49,0.074752,11425.64,1234.67,23785.76,Aggregate XL,ZAR,Danny Mason,Closed,Civil Unrest,2022-01-20,0.0,Jubilee Brokers,143730.52,126082.84,73102.83,Africa
AFR-POL-2010-019508-D81A,2010-03-05,Africa,Southern Africa,Madagascar,Agriculture,401044.43,126587.12,149701.93,1.1826,1.5397,Sahara Underwriters  Madagascar,Medium,24734294.04,0.016214,204485.6,49034.41,17722.47,Stop Loss,USD,Kyle Jones,Pending,Motor Accident,,64608.63,Independent African Agents,401044.43,126587.12,149701.93,Africa
AFR-POL-2019-019509-9AC6,2019-12-10,Africa,East Africa,Kenya,Microinsurance,37947.06,26244.84,0.0,,,Nile Insurers  Kenya,Catastrophic,1319309.41,0.028763,3925.49,1082.85,12241.89,Facultative,USD,Jade Johnson,,,,0.0,Local Broker Network,37947.06,26244.84,0.0,Africa
AFR-POL-2023-019510-7496,2023-08-13,Africa,East Africa,Kenya,Property,404060.26,96663.96,94324.69,0.9758,1.3024,Guardian PLC of Kenya,Catastrophic,3643783.27,0.11089,275284.43,73792.44,41516.93,Excess of Loss,USD,George Cook,Settled,Medical Expense,2025-09-24,0.0,Willis Towers Watson,404060.26,96663.96,94324.69,Africa
AFR-POL-2007-019511-C900,2007-07-23,Africa,Central Africa,Republic of the Congo,Liability,64948.63,22534.84,0.0,,,Premier Ltd of Republic of the Congo,Catastrophic,1955015.89,0.033222,33951.13,4988.42,16195.66,Excess of Loss,USD,Rick Johnson,,,,0.0,Old Mutual Intermediaries,64948.63,22534.84,0.0,Africa
AFR-POL-2016-019512-8759,2016-07-03,Africa,Central Africa,Angola,Credit,109849.06,40049.19,0.0,,,Sahara Underwriters of Angola,Medium,3832402.39,0.028663,37629.88,8142.41,37814.1,Aggregate XL,USD,Rachel Webb,,,,0.0,Independent African Agents,109849.06,40049.19,0.0,Africa
AFR-POL-2019-019513-1B04,2019-03-06,Africa,Southern Africa,South Africa,Credit,492682.07,121168.13,57857.78,0.4775,0.6789,Parks-Evans (South Africa),Specialty,68006826.21,0.007245,355341.67,94477.41,546558.14,Aggregate XL,USD,Paula Scott,In Litigation,Business Interruption,,52528.38,Local Broker Network,492682.07,121168.13,57857.78,Africa
AFR-POL-2007-019514-4ADD,2007-06-12,Africa,East Africa,Kenya,Directors & Officers,60721.08,39861.64,29960.01,0.7516,1.0859,African PLC  Kenya,Specialty,700087.82,0.086734,14762.96,2525.25,661707.69,Quota Share,USD,Jeffrey Fisher,Closed,Accident,2008-01-03,0.0,Howden,60721.08,39861.64,29960.01,Africa
AFR-POL-2021-019515-1990,2021-01-17,Africa,West Africa,Nigeria,Professional Indemnity,17579.18,10842.08,0.0,,,Guardian Insurers  Nigeria,Low,550606.7,0.031927,3517.02,285.7,495551.38,Aggregate XL,USD,Shawn Brown,,,,0.0,Aon,17579.18,10842.08,0.0,Africa
AFR-POL-2011-019516-2D83,2011-07-28,Africa,West Africa,Cameroon,Catastrophe,97469.1,27998.68,0.0,,,"Parsons, Lozano and Hays (Cameroon)",Catastrophic,1193215.84,0.081686,63680.33,6087.43,3255.86,Proportional,XAF,Melinda Little,,,,0.0,Regional Partners,97469.1,27998.68,0.0,Africa
AFR-POL-2021-019517-3B74,2021-12-28,Africa,Southern Africa,South Africa,Cyber,578918.21,355137.96,0.0,,,African Insurers of South Africa,Emerging,25291986.87,0.022889,102397.52,12724.63,2264439.18,Surplus,USD,Angel Benson,,,,0.0,African Risk Capacity,578918.21,355137.96,0.0,Africa
AFR-POL-2014-019518-56A4,2014-04-10,Africa,West Africa,Nigeria,Energy,1192810.12,572624.12,358806.27,0.6266,0.993,Guardian Ltd  Nigeria,Emerging,17618928.87,0.0677,283313.63,41955.6,127410.46,Proportional,NGN,Evan Peterson,In Litigation,Flood,,566936.38,Howden,1192810.12,572624.12,358806.27,Africa
AFR-POL-2022-019519-5EA2,2022-03-13,Africa,West Africa,Ghana,Microinsurance,27914.39,8925.25,8065.75,0.9037,1.2986,Regional Re of Ghana,Emerging,300406.87,0.092922,17078.8,2838.9,754.73,Excess of Loss,EUR,Rick Johnson,In Litigation,Cyber Attack,,6627.85,Independent African Agents,27914.39,8925.25,8065.75,Africa
AFR-POL-2022-019520-A9FB,2022-09-08,Africa,Southern Africa,South Africa,Liability,42050.56,23560.9,9487.97,0.4027,0.7848,Vaughn PLC (South Africa),Specialty,619271.52,0.067903,15653.12,1387.54,6242.33,Stop Loss,ZAR,Lori Pham,Closed,Industrial Accident,2023-05-02,0.0,Gallagher,42050.56,23560.9,9487.97,Africa
AFR-POL-2017-019521-6146,2017-12-16,Africa,West Africa,Senegal,Property,84510.3,51663.75,0.0,,,Regional PLC  Senegal,Specialty,1007996.38,0.08384,30278.0,2506.45,5453.82,Quota Share,EUR,Steven Johnson,,,,0.0,Howden,84510.3,51663.75,0.0,Africa
AFR-POL-2009-019522-3029,2009-08-28,Africa,North Africa,Morocco,Workers Compensation,456805.0,232462.52,243922.92,1.0493,1.2891,Continental Re of Morocco,Low,4553577.14,0.100318,59195.08,15540.08,1363307.21,Excess of Loss,USD,Jonathan Harris,Pending,Liability Claim,,350077.8,Independent African Agents,456805.0,232462.52,243922.92,Africa
AFR-POL-2015-019523-7959,2015-10-28,Africa,Southern Africa,South Africa,Terrorism,355490.41,160452.42,0.0,,,National Insurance  South Africa,Specialty,9668599.12,0.036768,160353.57,21338.47,89808.76,Aggregate XL,USD,Kyle Jones,,,,0.0,Jubilee Brokers,355490.41,160452.42,0.0,Africa
AFR-POL-2015-019524-8A9E,2015-02-05,Africa,Southern Africa,South Africa,Cyber,375562.87,171305.26,173686.4,1.0139,1.3233,"Hooper, Smith and Townsend (South Africa)",Catastrophic,4098635.34,0.091631,126912.68,29149.25,2436721.74,Facultative,ZAR,Mark Booker,Open,Theft,,151982.35,Lockton,375562.87,171305.26,173686.4,Africa
AFR-POL-2024-019525-A806,2024-06-24,Africa,West Africa,Ghana,Aviation,574316.93,246423.19,431758.07,1.7521,2.1321,Nile PLC  Ghana,High,19148138.66,0.029993,220254.83,37823.39,133044.79,Surplus,EUR,Jacqueline Young,In Litigation,Crop Failure,,112711.78,Local Broker Network,574316.93,246423.19,431758.07,Africa
AFR-POL-2017-019526-C05A,2017-08-07,Africa,West Africa,Guinea,Political Risk,43876.73,17513.02,21194.26,1.2102,1.4715,Day-Cole (Guinea),Medium,375594.1,0.11682,25390.09,6191.87,2332116.85,Proportional,EUR,Mary Jackson,Closed,Storm,2019-10-03,0.0,Marsh,43876.73,17513.02,21194.26,Africa
AFR-POL-2015-019527-DC90,2015-05-13,Africa,Southern Africa,South Africa,Health,77723.24,33174.59,12911.55,0.3892,0.7616,Continental PLC  South Africa,Specialty,4863471.53,0.015981,39304.45,6080.54,39057.36,Stop Loss,ZAR,Harold Perez,Settled,Accident,2016-11-29,0.0,Sanlam Brokers,77723.24,33174.59,12911.55,Africa
AFR-POL-2011-019528-67DC,2011-08-06,Africa,West Africa,Nigeria,Health,82849.34,44162.52,42281.2,0.9574,1.224,Sahara Insurers of Nigeria,Low,1058638.68,0.07826,16713.56,1982.22,2797.85,Stop Loss,NGN,Kenneth Rogers,Closed,Civil Unrest,2013-08-09,0.0,Lockton,82849.34,44162.52,42281.2,Africa
AFR-POL-2023-019529-8C9D,2023-11-21,Africa,Central Africa,Angola,Motor,164219.88,61295.49,28649.51,0.4674,0.7631,Guardian Group of Angola,Specialty,1498203.99,0.109611,61543.93,12043.26,120560.52,Surplus,EUR,Danny Mason,Pending,Storm,,34420.54,Lockton,164219.88,61295.49,28649.51,Africa
AFR-POL-2011-019530-8E86,2011-06-16,Africa,Southern Africa,Zimbabwe,Energy,103845.17,70521.74,0.0,,,Flynn and Sons (Zimbabwe),Medium,1435435.66,0.072344,21940.16,5970.77,18064.13,Surplus,EUR,Rachel Webb,,,,0.0,Jubilee Brokers,103845.17,70521.74,0.0,Africa
AFR-POL-2023-019531-F3E8,2023-04-18,Africa,East Africa,Tanzania,Terrorism,9786.7,2960.79,0.0,,,Premier Mutual  Tanzania,High,92340.36,0.105985,5051.91,1229.2,572.22,Facultative,EUR,Jerome Whitehead,,,,0.0,Gallagher,9786.7,2960.79,0.0,Africa
AFR-POL-2006-019532-801A,2006-10-19,Africa,Southern Africa,South Africa,Surety,93212.24,23473.11,0.0,,,Guardian Holdings  South Africa,Low,978224.22,0.095287,66232.28,12986.32,10761.1,Excess of Loss,USD,Kelsey Pacheco,,,,0.0,African Risk Capacity,93212.24,23473.11,0.0,Africa
AFR-POL-2025-019533-91A0,2025-09-23,Africa,North Africa,Algeria,Directors & Officers,62721.27,42222.19,0.0,,,Horizon Re of Algeria,Medium,666448.17,0.094113,6736.06,545.8,5078.0,Quota Share,EUR,Craig Gonzalez,,,,0.0,Local Broker Network,62721.27,42222.19,0.0,Africa
